freq,real,imag
15490000.000000002,53.099550272485914,-2.5308602572399743
15850000.0,52.864616480203416,-2.762479705276645
16220000.0,52.953751284749096,-3.012473146549565
16600000.0,52.71983756018029,-3.2750369554396226
16980000.0,52.58628076059167,-3.557131204332293
17380000.0,52.37182299834808,-3.8253360959882876
17780000.0,52.41391094095917,-3.964896998547343
18200000.0,52.334228611748266,-4.275921376014204
18620000.0,51.96625653354699,-4.584896248734444
19050000.0,51.79651407664244,-4.818967623246733
19500000.0,51.5817806571723,-5.163272655591977
19950000.0,51.4746381077844,-5.390244632113435
20420000.0,51.19054510970638,-5.665045694844215
20890000.0,50.79714100200815,-5.994110625880418
21380000.0,50.791321274381396,-6.2197986909657645
21880000.0,50.421503285194355,-6.57531647670463
22390000.0,50.01701574603386,-6.923897426560295
22910000.0,49.86451158971401,-7.115903998194631
23440000.0,49.450408843198566,-7.467915840196262
23990000.0,49.05046957880733,-7.835521840055322
24550000.0,48.744498201517715,-8.110493146186922
